,Unnamed: 0,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,latitude,longitude,Vectors,kmeans
2562,2562,06/14/1972,20:20,"Near New Delhi, India",Japan Air Lines,471,Bangkok - Delhi,McDonnell Douglas DC-8-53,JA8012,45860/213,87.0,82.0,4.0,The aircraft crashed short of the runway. Indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway. Japanese investigators claimed a false glide path signal was responsible for the descent into terrain.,28.5558548,77.2488354,"[-4.30047022 -1.34269646 11.70554603 -5.89654921 -0.40392187 -6.47628316
  4.42359135  5.92240737 -0.19987157  5.91229797 15.26011509  7.21302785
  5.74717775 -3.38623427 -9.44660212]",3
2563,2563,06/15/1972,14:00,"Near Pleiku, Vietnam",Cathay PacifiAirways,700Z,Bangkok - Hong Kong,Convair CV-880-22M-21,VR-HFZ,22-7-1-53,81.0,81.0,0.0,"The plane crashed while en route from Singapore to Hong Kong. Detonation of an explosive device in the passenger cabin in a suitcase under a seat. A Thai police lieutenant, accused of planting the bomb, was acquitted due to lack of sufficient evidence.",14.266782993527736,108.3038223809074,"[-2.52447258 -0.47808145  3.27380439 -4.98176897 -0.91203932 -6.5789161
  5.86302446  3.356309   -0.30502107  1.2274229   6.94084176  2.81264168
  1.83753978 -0.36841847 -5.26330917]",0
2564,2564,06/18/1972,01:50,"Smiley, Texas",Air Central,,"Harlingen, TX - Austin, TX",Cessna 182N,N9077N,,5.0,5.0,0.0,Mentally distrubed passenger in rear seat shot pilot twice.,29.2689038,-97.6369441,"[-0.34258569  0.17955502  1.36725086 -1.08582935 -0.1198211  -2.27082232
  1.29668514  1.33969512  0.08444127  1.21153715  2.98235476  1.5660466
  0.74751783 -1.00437884 -1.84047538]",0
2565,2565,06/18/1972,23:55,"Huê, Vietnam",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,55-0043,3070,15.0,12.0,0.0,Struck by a surface-to-air missile while landing.,16.4639321,107.5863388,"[-0.61216042 -0.32712235  0.99484472 -0.96203914 -0.61734036 -1.7047171
  2.01465863  2.32460856 -0.2219892   0.45578467  2.95581633  2.13717756
  0.79174378 -0.4912446  -1.66820598]",0
2568,2568,06/24/1972,23:17,"Ponce, Puerto Rico",Prinair,191,San Juan - Ponce,de Havilland DH-114 Heron 2B,N554PR,14085,20.0,5.0,0.0,"The pilot over-rotated during a go-around from a landing attempt , lost control and crashed. Crew error. The reason for rejecting the landing is not known.",18.011564,-66.613958,"[-2.80794912 -1.71321454  6.3081944  -3.36081687 -1.73988934 -5.67865205
  5.4336843   6.87952382 -1.42430182  2.30294105 12.86226356  8.64210258
  1.60628511 -3.75093392 -7.50192842]",3
2569,2569,06/25/1972,13:17,"Hornell, New York",Seventy Airways - Air Taxi,,"Almond Dam, NY - Salamanica, NY",Hughes 369HS,N9067F,,3.0,3.0,0.0,Hti wires above creek while surveying flood damage.,42.3278477,-77.6611025,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0
2570,2570,06/29/1972,09:37,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,290 / 671,"Chicago, IL - Appleton, WI - Sheboygan, WI",Convair CV-580/De Hav. Twin Otter 100,N90858/N4043B,083 / 013,13.0,13.0,0.0,Both aircraft were proceeding under VFR getting ready to land when there was a midair collision. Both aircraft crashed into Lake Winnebago and sank. The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action.,44.2613967,-88.4069744,"[-3.51041276 -0.12323737  7.23906109 -5.44832277  0.16692542 -7.07667474
  5.4581067   5.92780003 -0.36631134  5.76420361 11.49135548  4.4038972
  4.24630526 -2.22909018 -7.85346654]",3
2571,2571,06/29/1972,,"Blackpool, England",Inter City Flug,,,MBB HFB-320 Hansa Jet,D-CASY,1029,8.0,7.0,0.0,The takeoff was aborted and the plane overran the runway and crashed into a camp and caught fire. Elevator gust locks not removed.,53.8245483,-3.037319995021968,"[-1.7026828  -0.43987809  1.07145837 -2.77105635 -3.32826997 -5.21433276
  5.63078745  6.788149   -1.58800101 -0.78447437  8.36580777  6.10776216
  0.74237295  0.11590776 -4.15416251]",3
2572,2572,06/30/1972,07:43,"Steamboat, Nevada",Casino Air - Air Taxi,,Sightseeing,Beechcraft U206C,N29169,,5.0,2.0,0.0,The aircraft flew into a blind canyon. Stalled and crashed into rising terrain while in a turnaround.,39.3771334,-119.7437962,"[-1.90655668 -0.19245614  3.32096247 -2.6540325  -0.11776504 -2.93233788
  2.32912794  2.10533884 -0.18434773  1.41834766  4.79050177  1.78155851
  1.47031572 -0.7814019  -3.17864981]",0
2573,2573,07/05/1972,,"San Francisco, California",PacifiSouthwest Airlines,710,Sacramento - San Francisco,Boeing 737-200,,,86.0,3.0,0.0,Two hijackers and one passenger killed.,37.7792588,-122.4193286,"[-0.22510574  1.2703951   0.05167859 -1.62982851 -0.95285609 -3.84651846
  2.33026725  2.7934027   0.20859104  1.54304084  4.01988465  2.24688366
  0.8826227  -1.06196022 -2.53088218]",0
2574,2574,07/06/1972,,"Off Las Palmas, Canary Islands, Spain",Aviaco,331,"Las Palmas - Hamberg, Germany",McDonnell Douglas DC-8-52,EC-ARA,45617/136,10.0,10.0,0.0,"The plane ditched into the sea, 14 miles from Gran Canana Island.",28.192805291432933,-15.362415926336304,"[-1.53930929 -0.68294561  1.42399567 -2.71737638 -1.00517148 -3.45966154
  4.28242794  2.85427618 -0.2058568   0.53290647  4.28932798  2.35352468
  1.12714077  0.26591446 -2.48015001]",0
2575,2575,07/11/1972,,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,,,Sikorsky CH-53D (helicopter),156658,,67.0,52.0,0.0,"Shot down by enemy fire, 60 miles north of Siagon.",21.47949397382433,106.19373185130355,"[-0.62332404 -0.18912225  1.01968724 -1.65814114 -0.71569629 -2.90734535
  2.59510475  2.60200176 -0.2576083   0.70045444  4.07883698  2.05372417
  0.99807535 -0.06488385 -2.29031229]",0
2576,2576,07/11/1972,16:00,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,,Bardufoss - Bodoe,de Havilland Canada DHC-6 Twin Otter 100,67-056,56,19.0,19.0,0.0,Crashed in rain and fog on the island of Hinno while preparing to land at Skagon Airport. Navigational error.  The pilot was found be under the influence of alcohol.,66.5890650583647,12.736541887334726,"[-3.6874532  -1.30103988  6.40949026 -4.08000034 -0.11565761 -4.96987793
  6.21929049  4.09677967  0.3806617   3.27288701  8.0956248   3.37557371
  3.63989699  1.54841395 -4.7661837 ]",3
2577,2577,07/20/1972,,"Corfu Island, Greece",Charter,,,Sud-Aviation SE210 Caravelle,,,84.0,1.0,0.0,"On the takeoff run, a loud explosion was heard and the takeoff was aborted. The aircraft never became airborne,  overran the runway and crashed into shallow water.  On passenger that did not have her seatbelt on was killed.",39.591337,19.859618918733855,"[-2.00001763  0.30372442  2.03207788 -4.02373643 -3.22520985 -6.71811867
  5.79078823  6.93148702 -1.26598641  1.04364051 10.29298151  6.36733449
  1.71503896 -1.48155048 -5.48982756]",3
2578,2578,07/29/1972,,"Villavicencio, Colombia",AVIANCA / AVIANCA,,,Douglas DC-3 / Douglas DC-3,HK1341X/HK107,11716 / 11723,38.0,38.0,0.0,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.,4.1347644,-73.6201517,"[-0.74028171  2.52000232  0.84026738 -2.57686129 -0.15131029 -6.02263761
  3.08326116  3.96431586  0.70157046  3.54517689  5.47903448  2.34651685
  2.19353355 -2.20932946 -3.67447704]",0
2580,2580,08/12/1972,,"Near Delhi, India",Indian Airlines,,Gwalior - Delhi,Fokker F-27 Friendship 100,VT-DME,10175,18.0,18.0,0.0,Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a go-around.,28.5558548,77.2488354,"[-2.2900409  -1.2036425   4.66976037 -2.32549652 -1.14568707 -3.8386032
  4.60734187  4.82130735 -0.62070083  1.23466257  8.28721601  5.88597953
  1.66976129 -1.79664606 -4.27076802]",0
2582,2582,08/16/1972,,"Near Sandoway, Myanmar",Burma Airways,,Sandoway - Rangoon,Douglas DC-3 (C-47A-DK),XY-ACM,26979,31.0,26.0,0.0,Lost control soon after it took off and crashed into the sea.,18.548060001356284,94.64643438137722,"[-1.27076083 -0.06027288  1.02681623 -2.05534887 -1.38708289 -3.61556292
  2.49772692  3.07486868 -0.84137246  0.39686653  4.7866534   2.63793892
  0.55320117 -0.84531456 -3.34876642]",0
2583,2583,08/27/1972,,"Canaima, Venezuela",Lineas Areas Venezolanas,,Canaima - C iudad,Douglas C-47-DL,YV-C-AKE,4705,34.0,34.0,0.0,The aircraft crashed while the crew was returning to the airport after experiencing a No.1 engine failure.,10.5944288,-66.9730425,"[-0.59736665  0.07010996  1.81669918 -2.02763434 -1.53648227 -3.70348302
  2.24132008  4.21593857 -0.8752228   0.60621117  6.84909439  3.93502685
  0.81526271 -1.39471275 -3.82236868]",0
2584,2584,08/28/1972,14:30,"Papua, New Guinea",Military - Royal Australian Air Force,,Lae - Port Moresby,de Havilland Canada DHC-4 Caribou,A4-233,,29.0,25.0,0.0,"While traveling through a valley, the pilot reversed his course after the weather deteriorated. He began to climb but clipped trees just below a ridge, lost control of the aircraft and crashed. The pilot's error in judgement in not flying about the poor weather in the valley.",-5.5226203,142.08711943819077,"[-6.08422986 -0.33193749 13.81247249 -7.09511992  2.30386548 -6.98059916
  5.12614718  3.7045258  -0.53031025  6.76218717 14.35660565  4.51929143
  4.88769157 -3.22551819 -9.99379101]",2
2585,2585,08/31/1972,,"Near Magnitogorsk, Russia",Aeroflot,,,Ilyushin IL-18,CCCP-74298,182004505,101.0,101.0,0.0,"The aircraft crashed, trailing heavy smoke. Fire caused by spontaneous ignition of passenger baggage.",53.61597773160785,59.11543632810726,"[-1.10394961  0.14361109  1.13613589 -2.44423445 -2.11211798 -4.47179222
  3.55973713  4.5543173  -0.62204579  0.69262612  6.16200024  3.69591609
  1.18974185 -0.04002117 -3.71313882]",0
2587,2587,09/07/1972,17:57,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,,,Curtiss C-46A-40-CU,CP-959,26903,8.0,1.0,0.0,"The No.1 engine failed during takeoff, the aircraft banked left, lost height, touched down again and ran through small trees and a fence . The right gear collapsed and the nose hit the ground.",-14.8349438,-64.9044936,"[-2.57981007  0.26079613  2.35017439 -5.17601535 -4.80411357 -8.79476944
  5.84101537 10.89905888 -2.8509823  -0.2609525  15.56415105  9.60600927
  1.12878876 -3.69527753 -8.5940676 ]",3
2588,2588,09/10/1972,10:20,"Gondar, Ethiopia",Ethiopian Airlines,,Axum - Gondar,Douglas DC-3,ET-ABQ,4325,11.0,11.0,0.0,Crashed after a wing separated from the fuselage.,12.610368,37.466766,"[-0.59547908  0.15149308  0.09964707 -1.28421161 -1.33282582 -2.34140325
  1.83689514  2.52234316 -0.73787861 -0.03581539  3.12110656  2.01392823
  0.28994227 -0.08737491 -1.82555529]",0
2589,2589,09/13/1972,12:00,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,,Panchkhal - Tribuvan,Douglas C-47,9N-RF10,9950,31.0,31.0,0.0,Crashed while en route with paratroopers.,27.794219567230257,85.73367602413836,"[-1.76850662 -0.64271056  1.90020794 -2.75471935  0.04123369 -2.95876384
  3.59207535  0.46721313  0.06434891  0.02777547  1.95046571 -0.14332858
  1.00992852  0.93112318 -1.66190039]",0
2590,2590,09/24/1972,,"Sacramento, California",Private,,,F-86 Sabrejet,N275X,,1.0,0.0,22.0,"A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrell's Ice Cream Parlor on Freeport Blvd. Twenty-two people on the ground, including 12 children were killed. The pilot, was pulled from the wreckage by a bystander and survived. The pilot tried to lift off too quickly, pointing the nose of the jet three times higher than the normal angle. Instead of becoming airborne sooner, the plane had trouble getting off the ground.",38.5810606,-121.493895,"[ -4.98243795   0.66744004   7.63925485  -7.90270919  -2.43037947
 -12.962199    10.87617461  10.70487885  -0.38907836   5.26330462
  18.34195489   9.44570413   4.83300485  -2.68788797 -10.70718384]",4
2592,2592,09/30/1972,,"Madrid, Spain",Spantax,,Training,Douglas C-47B,EC-AQE,14196/25641,6.0,1.0,0.0,"The student pilot rotated too quickly, the plane stalled and crashed.",40.4167047,-3.7035825,"[-1.37773356 -0.36879097  1.71656068 -1.71308362 -1.00004011 -2.73908588
  3.22276102  2.52392706 -0.41429502  0.09523096  3.66422445  2.44765228
  0.61968703 -0.03922516 -1.81074843]",0
2593,2593,10/02/1972,,"Kampot, Cambodia",Cambodia Air,,,Douglas DC-3,XW-TDA,13729,9.0,9.0,0.0,Shot down by a mortar shell while approaching to land at Kampot.,10.6314754,104.132637,"[-0.61236025 -0.45611559  0.84881949 -0.52426901 -0.2670067  -1.19911984
  1.59988934  1.22486389 -0.04203885  0.71424079  1.84647113  1.09232527
  0.74812153  0.28506385 -0.89184755]",0
2594,2594,10/02/1972,18:00,"Near Adler, Russia",Aeroflot,,Adler - Moscow,Ilyushin IL-18B,CCCP-75507,183006405,109.0,109.0,0.0,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility, and ground controllers received no distress message prior to the crash. An investigation failed to reveal its cause.",43.6551180380654,39.97780659497227,"[-3.91482053 -0.12012414  7.93717969 -6.10520446  0.66356743 -7.30110456
  3.7364142   4.35134287 -0.20834154  5.26429174 13.51846135  4.7801785
  3.54680876 -2.9220827  -9.11922222]",3
2597,2597,10/13/1972,15:30,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,,Mendoza - Santiago,Fairchild-Hiller FH-227D/LCD,T-571,572,45.0,29.0,0.0,"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still over the Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking off part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie 'Alive' is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft.",-34.39181187864212,-70.76307052173624,"[-12.80305022   0.38884102  18.91344712 -22.92978156  -5.63910769
 -27.90965393  20.88278801  22.11043125  -4.54632439   9.89746583
  43.72430938  20.24514711  10.24171164  -7.52086431 -28.16707948]",1
2599,2599,10/21/1972,c:09:00,"Off Athens, Greece",OlympiAirways,,Kerkira - Athens,NAMC YS-11A-202,SX-BBQ,2155,53.0,37.0,0.0,Crashed into the sea just short of the runway while on approach in poor visibility.,37.9387092,23.6496559,"[-3.34656683 -1.19857011  6.1338978  -3.15700884  0.06018229 -2.66191333
  4.43014553  2.66194912  0.02105435  2.42116105  6.13755715  3.12564919
  3.25502111  1.18331665 -3.12626085]",0
2601,2601,10/27/1972,19:20,"Near Noiretable, Loire, France",Air Inter,696,Lyon - Clermont,Vickers Viscount 724,F-BMCH,050,68.0,60.0,0.0,Crashed while landing in severe turbulence. Faulty indication by radio compass.,46.08169694155082,3.976936411440664,"[-1.32134985 -0.70433016  2.14152929 -2.25880956 -0.92089389 -3.14469457
  2.60471879  2.75740755 -0.60723115  1.31346896  4.82150966  2.51930612
  1.58962332 -0.2007671  -3.42759249]",0
2602,2602,10/30/1972,,"Poggiorsini, Italy",Aero Transporti Italiani,,Napoli - Bari,Fokker F-27 Friendship 200,I-ATIR,10301,27.0,27.0,0.0,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.,40.917126,16.254774,"[-2.85413616 -0.60259726  7.46997102 -3.97330387  0.36540556 -4.88780975
  3.15194941  4.06032575 -0.68364574  3.99108583 10.40878141  4.27057168
  3.51860638 -2.79505666 -6.26223141]",3
2604,2604,11/04/1972,,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,,Burgas - Sofia,Ilyushin IL-14P,LZ-ILA,146001046,35.0,35.0,0.0,"The crew elected to divert to Plovdiv due to fog. While on approach, the aircraft flew into a mountain.",42.32855152298787,25.16800552980081,"[-2.40968022 -0.32785764  5.81448954 -3.62908678  0.65004843 -3.01870665
  2.83728618  2.28523445 -0.16364816  2.84565754  6.75918287  2.62236097
  2.91490547 -0.82819697 -4.03388545]",0
2605,2605,11/17/1972,23:20,"Elkton, Kentucky",Metro Air Systems,,"Hopkinsville, KY - Lexington, KY",Beech G18S,N2700S,,11.0,11.0,0.0,"Improperly loaded aircraft, weight and center of gravity.",36.8100425,-87.1541675,"[-0.23355903  0.01392339  0.20497227 -0.55372119 -0.36111209 -0.60388458
  0.52623349  0.70756125 -0.16861981  0.16806738  0.98008817  0.54774553
  0.18181626 -0.22152892 -0.65911418]",0
2606,2606,11/28/1972,19:51,"Near Moscow, Russia",Japan Air Lines,446,Moscow - Tokyo,McDonnell Douglas DC-8-62,JA8040,46057/474,76.0,62.0,0.0,"The aircraft lost altitude while taking off and crashed. The copilot responded to the captain's 'gear-up' command by reaching forward and pulling back on the ground spoiler handle, rather than lifting the gear handle which was immediately ahead of the spoiler control. Late night partying by the crew was suspected the night before.",56.22328667649678,37.865380492133546,"[ -3.16899136  -0.21024817   7.97714697  -5.82439058  -1.52962153
  -8.33387962   4.46735621   7.56057744  -1.4831008    3.43812357
  16.02882379   7.59299659   2.79687917  -4.73765221 -10.17589939]",3
2607,2607,11/29/1972,20:27,"St. Paul, Minnesota",Luthi Aviation - Air Taxi,,"Minneapolis, MN - St. Paul, MN",Beechcraft C-45H,N717B,,2.0,2.0,0.0,Lost both engines on final approach. Struck trees and 2 houses. Fuel starvation. Did not refuel in Duluth.,44.9497487,-93.0931028,"[-1.77733989  0.0163411   3.41645759 -3.06208807 -1.47167933 -4.29188722
  3.27377737  4.97105098 -0.96881019  0.67807754  8.12584287  5.32583797
  1.74437507 -1.59316763 -4.4980641 ]",0
2608,2608,12/03/1972,06:45,"Tenerife,  Canary Islands",Spantax,,Tenerife - Munchen,Convair CV-990-30A-5 Coronado,EC-BZR,30-10-25,155.0,155.0,0.0,Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility.,28.2935785,-16.621447121144122,"[-3.23209627 -0.3385275   5.56859924 -4.83188376 -1.105679   -6.47671926
  3.93585443  5.56019079 -1.39799714  2.7497258  10.81101471  5.49619452
  2.37256115 -2.45538568 -7.29573759]",3
2610,2610,12/05/1972,,"Myrtle Beach, South Carolina",Military - U.S. Air Force,,,Lockheed C-130E Hercules,64-0558,4059,12.0,12.0,0.0,"During a training exercise a  F-102A  jet fighter collided with the C-130, causing both planes to crash.",33.6956461,-78.8900409,"[-1.49739299  0.03094278  2.1171906  -2.6961292  -1.4787396  -4.97451615
  3.89976738  4.43160692 -0.24169412  1.43707287  6.48842174  3.95394662
  1.45569026 -1.07753778 -4.14654636]",0
2612,2612,12/08/1972,,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26.0,26.0,0.0,Crashed into hilly area in poor weather conditions.,33.6313371,73.0732419,"[-3.33075061 -0.6720232   7.56610382 -2.8050555   2.73795138 -1.91621218
  2.36883666 -0.26295125  0.71513842  3.88014169  4.44765395 -0.22140631
  2.69584766  0.11926466 -3.70967427]",0
2613,2613,02/12/1973,19:15,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,,"Spokan, WA - Walla Walla, WA",Cessna 320E,N3483Q,,4.0,4.0,0.0,Pilot not advised of weather by approach control. Weather conditions below minima.,46.2055155,-118.5174284,"[-3.72509844 -0.36171402 11.32363711 -3.62383375  4.46452716 -1.83034635
 -0.05175871 -1.1389342   0.59907827  6.01640365  7.07972091  0.59749874
  3.92125745 -2.97752927 -5.7514621 ]",0
2615,2615,12/15/1972,11:46,"Detroit, Michigan",Zantop Airways,,"Detroit, MI - Lexington, KY",Learjet 23,N20M,23-094,2.0,2.0,1.0,The positioning flight failed to climb after takeoff and crashed into a fuel storage tank.,42.3315509,-83.0466403,"[-1.27494423  0.04310319  2.46527161 -2.48387977 -1.11158001 -4.2236326
  2.19670103  4.05746832 -1.13722985  1.20133509  7.85484749  4.38235895
  0.69891413 -2.15850878 -5.01253203]",0
2616,2616,12/20/1972,18:00,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,954/575,Tampa - Chicago / Chicago - Madison,Convair CV-880 / McDonnell DC-9-31,N8897E/N954N,22-00-29 / 47159/231,133.0,10.0,0.0,"The Delta Convair, taxing across Runway 27L, after landing in heavy fog, was hit by the North Central DC-9 as it took off, shearing off its tail. The DC-9 came crashing back down on the runway and caught fire. Ten people out of 45 aboard the DC-9 were killed. None of the 88 aboard the Convair were killed. The ATC gave ambiguous instructions to the Delta crew, did not use all available information to determine the location of the CV-880 and the CV-880 crew did not request clarification of the controller's instructions.",41.8755616,-87.6244212,"[ -5.23650669   2.31756799   9.68693478  -9.62737817  -3.09183297
 -16.59614089  13.00160389  14.83850849  -0.39708258   7.88926113
  24.98350036  13.3498546    7.77562607  -3.71454714 -14.43406016]",4
2617,2617,12/21/1972,,"Near Pakse, Laos",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,56-0490,3098,16.0,14.0,0.0,Shot down by enemy fire. Fuel began to leak and an explosion tore off the left wing. Two crew members parachuted to safety.,15.548448331333464,105.92992756428836,"[-0.69044643  0.74548557  1.11165289 -2.96476017 -2.54434822 -6.46653521
  3.30233604  6.68432936 -1.5384614   0.83820694 10.01223695  6.17478085
  0.79826881 -2.41652212 -6.04670009]",3
2619,2619,12/23/1972,,"Skaugum, Norway",Braathens,,Alesund - Oslo,Fokker F-28 Fellowship 1000,LN-SUY,11011,45.0,40.0,0.0,Hit high ground while on approach to Fornebu Airport in Oslo. Pilot error.,59.8545801,10.4450346,"[-2.44970511 -0.34496709  5.6077044  -2.91483229  0.28579846 -3.24559292
  2.80511454  3.0402578  -0.03265067  2.5919087   6.68296003  3.22226356
  2.74669114 -0.85200678 -3.50510934]",0
2620,2620,12/29/1972,23:42,"Everglades National Park, Florida",Eastern Air Lines,401,New York City - Miami,Lockheed L-1011 TriStar1,N310EA,1011,176.0,103.0,0.0,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help, he inadvertently pushed on the yoke releasing the autopilot. With no ground reference and  under nighttime conditions, the aircraft gradually descended until it crashed into Everglades, 18.7 miles west-northwest of Miami . The failure of the crew to monitor the flight instruments during the final 4 minutes of flight, and to detect a descent soon enough to prevent impact with the ground. After spare parts from the L-1011 were used on other planes, apparitions of the captain, Robert Loft and flight engineer, Don Repo began to be reported by Eastern employees. The book 'The Ghost of Flight 401'and movies 'The Ghost of Flight 401' and 'Crash' are based on this accident. Three passengers and one crew member died in weeks following the accident making the total 103.",25.36794425,-80.87830662413266,"[ -9.36118656  -0.69498654  27.81980038 -16.08024019   1.48538158
 -21.40765725  11.52403867  15.94353709  -0.86624341  17.17694524
  42.51962292  18.49602511  12.41426136 -12.72460331 -28.08547693]",1
2621,2621,12/31/1972,19:23,"San Juan, Puerto Rico",American Express Leasing,,"San Juan, PR - Managua, Nicaragua",Douglas DC-7CF,N500AE,45130/823,5.0,5.0,0.0,"The flight crashed moments after taking off after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua.",18.465299,-66.116666,"[ -0.95713252   1.40578214   3.213138    -5.26581353  -3.74733662
  -9.90232596   2.91179541   9.3922286   -2.33362284   2.84046766
  18.01877338   9.08566083   1.14096834  -6.46451626 -11.26793841]",3
2622,2622,01/02/1973,08:34,"Edmonton, Alberta, Canada",PacifiWestern Airlines,,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5.0,5.0,0.0,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire.",53.5462055,-113.491241,"[ -7.90762416  -2.25551159  11.04489919 -10.42612043  -4.70290907
 -13.93259232  14.5591303   14.55593282  -2.37228715   4.01328263
  23.19154257  13.90924001   5.85244474  -1.07428723 -13.87081897]",4
2623,2623,01/19/1973,14:31,"Near Glasgow, England",British European Airways,,Test flight,Vickers 802 Viscount,G-AOHI,158,4.0,4.0,0.0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.,54.98055205185827,-1.909136369581999,"[-7.18279003 -0.40954393 16.62764746 -7.68987361  5.11625762 -6.34117115
  4.51119501  1.35954927  1.0465134   8.61523935 13.15011275  1.59708975
  6.39383626 -3.0877835  -9.57591879]",2
2624,2624,01/22/1973,01:00,"Perm, Russia",Aeroflot,,,Antonov An-24B,CCCP-46276,77303609,44.0,44.0,0.0,The plane went into a spiral dive. As the crew tried to pull the plane out it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued.,58.014965,56.246723,"[-3.53278527 -0.33558671  4.50590045 -6.53695916 -3.37483659 -9.66931576
  8.6343011   8.69294998 -1.32195479  1.3903316  13.50737059  8.6349586
  2.34774667 -1.40739579 -8.82009262]",3
2625,2625,01/22/1973,09:30,"Kano, Nigeria",Alia Royal Jordanian Airlines,,Jeddah - Lagos,Boeing B-707-3D3C,JY-ADO,20494/850,202.0,176.0,0.0,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire.,11.8948389,8.5364136,"[-1.62523562 -1.15828351  2.62428433 -2.58995208 -3.73028336 -5.13952631
  5.93346977  8.26900038 -1.06251625  0.04039472 10.49750656  8.16156787
  1.5258524  -1.01137721 -5.65576154]",3
2626,2626,01/27/1973,13:00,"Townsend, Tennessee",Air Transit - Air Taxi,,"Knoxville, TN - Andrews, NC",Cessna 182B,N7295E,,4.0,3.0,0.0,Collided with trees in fog and low ceiling. Continued VFR flight into adverse weather conditions.,35.6753657,-83.7557282,"[-7.21579865 -1.13750024 18.67653984 -6.08992666  7.37834291 -3.33850802
  2.91948352 -2.3391629   2.14963344 10.12761985 10.25493526 -1.33663084
  6.90521055 -2.15349543 -8.85925269]",2
2628,2628,01/29/1973,,"Near Kyrenia, Cyprus",Air Sinai,,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37.0,37.0,0.0,Crashed into the Kyrenia Mountains while on approach.,35.5710203831036,33.51648351294496,"[-1.30295575 -0.36442629  2.61944824 -1.69939041  0.09941608 -1.55643809
  2.25181639  1.06037468 -0.03005898  0.85684447  2.68102258  1.13825372
  1.40349683  0.43416896 -1.16730079]",0
2629,2629,01/31/1973,12:20,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,,"Bethel, AK - Chevak, AK",Cessna 180H,N9929V,,2.0,2.0,0.0,Crashed while en route in poor visibility and blowing snow. Continued VFR flight into adverse weather conditions. Inoperative gyro.,60.873256,-162.5163889,"[-8.53172553 -1.52820573 19.48058742 -8.26065421  8.04506917 -5.25327779
  5.80375733 -3.17628342  2.22470952  9.73124982 10.32945898 -2.51275139
  6.99287048 -0.47447808 -9.44931559]",2
